scost,jcost,scancost,tuples
0.0,39.98000000000009,762.313,237533.0
0.0,17.440000000000015,699.044,133410.0
662.1119999999999,646.0740000000002,380.039,3684656.0
5.436000000000063,8.386000000000081,566.351,39384.0
36.14899999999999,9.71099999999999,646.9329999999999,81696.0
305.822,1163.9269999999997,585.8789999999999,2936000.0
0.0,483.8470000000001,587.4069999999999,2057359.0
28.45300000000004,192.47299999999998,633.921,2289349.0
3304.1639999999998,408.8879999999999,352.553,3479289.0
1.3290000000000208,31.159000000000095,563.8299999999999,221196.0
0.0,47.89000000000002,673.338,350726.0
0.0,55.619999999999976,463.616,585204.0
0.0,4704.744000000001,739.534,124061.0
10.706000000000019,4.413000000000055,593.331,54138.0
4.250999999999997,389.887,550.3219999999999,862052.0
19.363000000000017,127.267,741.067,1440868.0
506.9910000000001,151.694,584.888,943638.0
0.7429999999999837,47.235999999999976,687.507,555210.0
2167.348,2796.1200000000003,377.571,5702353.0
0.0,96.74099999999997,473.392,548328.0
549.3800000000001,870.3259999999997,389.80800000000005,3744951.0
7.0669999999999975,52.736000000000104,755.991,480306.0
48.399000000000036,217.08700000000005,560.386,2285975.0
92.49400000000004,49.12199999999996,533.779,186160.0
1.5520000000000027,6.329999999999895,578.397,50895.0
6361.429,1391.0749999999991,361.048,6897387.0
5.9070000000000285,24.03899999999988,608.3000000000001,181250.0
55.87900000000009,8.694999999999917,702.8589999999999,118954.0
61.72399999999991,16.29900000000002,668.6790000000001,139204.0
2.391000000000061,72.70900000000002,744.8179999999999,842045.0
0.10699999999998454,10.882000000000062,539.756,84589.0
0.0,17.75100000000004,603.523,173784.0
263.65100000000007,340.11699999999996,653.052,1789788.0
0.0,24.380000000000017,696.9159999999999,150092.0
6199.185999999999,2241.904,366.303,8948311.0
24.244999999999976,39.762000000000015,458.983,461796.0
1.1419999999999482,12.755999999999975,575.1310000000001,103329.0
0.0,10.32599999999995,598.099,120644.0
0.0,2.638000000000063,565.5469999999999,26158.0
217.15199999999993,119.56300000000014,801.045,760430.0
0.0,35.120000000000026,514.16,171046.0
0.0,1.9960000000000147,588.831,21809.0
224.13099999999997,564.6860000000001,542.9590000000001,1349723.0
0.0,353.035,345.788,2991719.0
20.926000000000037,32.487000000000045,635.056,83897.0
0.0,8.113000000000023,825.3430000000001,51624.0
38.27299999999995,21.54500000000003,548.021,203812.0
26.41700000000001,233.98500000000004,552.601,956440.0
183.18500000000006,68.58600000000001,458.901,312026.0
0.0,113.69399999999997,508.35299999999995,743481.0
3.449,136.07599999999988,599.9880000000002,592806.0
0.0,6.5779999999999745,671.5459999999999,5984.0
63.59500000000002,19.710999999999952,541.493,99996.0
7.294999999999927,35.38300000000003,578.819,333516.0
5.494999999999985,71.85399999999997,630.024,858469.0
0.0,64.45500000000008,591.1379999999999,284702.0
0.0,104.38300000000005,526.883,458329.0
149.291,148.02500000000006,626.769,667549.0
0.0,277.754,353.40199999999993,2940758.0
0.0,1372.863,716.2080000000001,2647204.0
0.08399999999994089,3.2250000000001458,532.535,15510.0
0.0,5.108000000000028,545.9559999999999,32906.0
0.0,428.026,563.408,2503979.0
359.5589999999999,498.13800000000003,382.837,3274214.0
66.635,1363.23,361.37899999999996,5891450.0
40.158999999999985,20.619000000000003,670.375,121348.0
0.0,913.7870000000001,384.527,4267949.0
0.0,4.174999999999985,606.903,68774.0
1149.4060000000004,1145.5919999999996,365.137,4931314.0
0.0,5.545999999999913,588.6210000000001,109903.0
0.0,7.575000000000012,589.6129999999999,70397.0
0.04499999999999181,2.2909999999999395,624.592,20521.0
0.0,5.810999999999952,600.6410000000001,38858.0
6.295999999999982,38.301999999999914,604.715,374584.0
0.0,38.91099999999997,705.259,379505.0
2.9379999999999917,163.62099999999987,615.4290000000001,647135.0
165.45600000000002,57.01599999999992,556.788,360714.0
172.32100000000003,68.93799999999999,634.8079999999999,337423.0
973.3949999999998,93.66400000000043,753.3580000000001,1040634.0
0.0,8.856999999999953,601.259,116221.0
0.0,16.262000000000025,618.644,69642.0
0.11099999999997544,4.064000000000085,735.0849999999999,27679.0
0.0,10.846999999999907,584.7360000000001,120628.0
53.09500000000008,10.764999999999912,566.626,111510.0
0.3050000000000764,466.1339999999999,786.807,1414405.0
251.83700000000005,139.92600000000007,640.3229999999999,761732.0
473.7169999999998,344.46200000000016,688.94,1090325.0
7710.276,3169.6410000000005,361.21100000000007,11485301.0
17.03300000000007,62.773999999999965,639.4609999999999,585805.0
15.277999999999924,8.278000000000006,633.6410000000001,68940.0
2.0640000000000165,75.57099999999997,619.774,1025089.0
206.32099999999997,256.9690000000001,628.13,1399060.0
103.392,148.5080000000001,596.1039999999999,663379.0
2561.7670000000003,1525.5319999999997,534.851,4605406.0
0.0,614.4430000000001,376.89900000000006,3558400.0
17.274999999999967,83.17900000000004,601.419,748427.0
0.0,33.19899999999992,618.097,332472.0
0.0,147.56800000000007,693.572,681890.0
723.5759999999998,506.8290000000002,685.638,1599312.0
0.0,24.19500000000003,590.9040000000001,106877.0
