scost,jcost,scancost,tuples
0.0,8009.62,4614.956,33669467.0
0.0,7571.027999999999,5228.9529999999995,39105180.0
0.0,5527.223,3757.183,25509427.0
0.0,2397.519,3924.33,10163354.0
0.0,895.1219999999998,3290.029,3318955.0
0.0,20357.663,4991.717,102828260.0
0.0,15280.732000000002,5071.53,68475738.0
0.0,4399.603,3917.532,16901399.0
0.0,4260.123,3433.888,19343288.0
0.0,16918.717,5069.329,79276175.0
0.0,4550.571,4296.835999999999,23169344.0
0.0,3590.9909999999995,3833.17,17040586.0
0.0,7415.091000000001,4269.335,30055892.0
0.0,7748.340999999999,4534.3150000000005,32575431.0
0.0,6959.334,4064.397,27069943.0
0.0,5389.244999999999,3887.432,22000476.0
0.0,1130.295,3226.681,4922196.0
0.0,10558.572999999999,4133.487,47392832.0
0.0,8304.561,4304.121,33247524.0
0.0,8077.559000000001,4034.6800000000003,31786833.0
0.0,6437.600999999999,4794.077,34093825.0
0.0,8338.746000000001,4307.225,36141957.0
0.0,2144.664,3578.5789999999997,8558696.0
0.0,7752.306,3853.8689999999997,37061880.0
0.0,7517.244000000001,3831.0060000000003,33465447.0
0.0,10409.616,4241.448,49891549.0
0.0,10030.716,4286.359,41058489.0
0.0,19352.928000000004,4853.473,97776716.0
0.0,8223.51,3946.07,36808747.0
0.0,8226.641,4387.552,34880450.0
0.0,6283.256,4047.582,29434202.0
0.0,9207.539,4484.717,39238836.0
0.0,7196.539999999999,3936.333,29180667.0
0.0,1563.1739999999995,3261.5420000000004,6186515.0
0.0,5081.676,4061.7470000000003,20772313.0
0.0,5571.741999999998,3684.843,23928069.0
0.0,5246.2649999999985,3717.044,21587674.0
0.0,12965.866999999998,4498.289,58459013.0
0.0,6605.275999999999,4224.105,27915093.0
0.0,3590.3639999999987,3769.234,17080684.0
0.0,1835.4560000000004,4087.7839999999997,19686851.0
0.0,9388.638000000003,4798.945,38841916.0
0.0,3839.623999999999,3855.517,16661498.0
0.0,2064.448,3359.174,8696704.0
0.0,3413.5149999999994,3391.032,15416505.0
0.0,10316.962,4088.242,48994616.0
0.0,7812.799999999999,4095.09,31778398.0
0.0,11976.425,4287.445,53008480.0
0.0,1108.7839999999997,3211.84,5059202.0
0.0,2906.2909999999993,3406.9170000000004,11762944.0
0.0,9834.298,3870.978,46535548.0
0.0,6687.116,4996.315,35120308.0
0.0,11729.922,5103.075,49435235.0
0.0,3387.303999999999,3625.552,15358453.0
0.0,8104.643999999998,3857.19,36814028.0
0.0,1442.8970000000002,3424.296,6267264.0
0.0,2007.8919999999998,3581.826,8191681.0
0.0,6996.2519999999995,4615.582,30489147.0
0.0,4571.272000000001,3843.875,17737140.0
0.0,10549.213,4248.227,48990810.0
0.0,9491.919,4379.771,41336699.0
0.0,8278.189999999999,4282.585999999999,36459331.0
0.0,7337.048000000001,4408.284,30059227.0
0.0,1741.0880000000006,3136.355,6900436.0
0.0,4047.2480000000014,3325.9219999999996,17632934.0
0.0,1691.399,3464.98,7861086.0
0.0,6443.143,4274.839,26260436.0
0.0,7798.889,3954.773,34019468.0
0.0,2358.406,3363.831,9954134.0
0.0,723.5970000000002,3226.656,3391929.0
0.0,9162.383000000002,4851.656999999999,36974849.0
0.0,1115.4670000000006,3538.1259999999997,10850835.0
0.0,10168.371,4453.544,42282433.0
0.0,834.6089999999998,3304.696,8557662.0
0.0,1801.509,3479.359,8706851.0
0.0,9414.921,4335.278,41466641.0
0.0,4556.746999999999,4214.033,21827580.0
0.0,4314.087000000001,4177.227,21256440.0
0.0,10679.449,4348.456,48990810.0
0.0,9464.806,3927.001,42327516.0
0.0,4422.522,3914.4800000000005,18668381.0
0.0,11180.404,4633.832,45665256.0
0.0,11308.95,4523.719999999999,50836611.0
0.0,704.7769999999996,3115.0660000000003,3162567.0
0.0,5900.562000000002,4070.964,23792796.0
0.0,2873.434,3764.255,11455165.0
0.0,2021.701,3860.023,16390892.0
0.0,7649.829999999998,4145.053,31203423.0
0.0,9076.526,4168.868,41026930.0
0.0,2909.363,3355.466,11940610.0
0.0,4306.475,3879.344,20793631.0
0.0,7262.357,3997.5789999999997,30349524.0
0.0,6253.677,3583.627,28696728.0
0.0,23523.576,5153.995,118829679.0
0.0,12567.293000000001,5124.452,52312601.0
0.0,1406.2340000000006,3457.08,6446671.0
0.0,3839.831,3622.002,15225188.0
0.0,1265.8570000000004,3591.131,5064771.0
0.0,11818.177,4097.997,56086110.0
0.0,1502.0280000000007,3633.582,6401006.0
